MSSubClass,LotFrontage,LotArea,OverallQual,WoodDeckSF,OpenPorchSF,TotalBsmtSF,FloorSF,SalePrice
75,60,9600,6,0,0,735,65117.5,129500
20,60,7200,5,0,80,876,59938,119000
20,93,11160,7,0,0,2110,123055,244000
120,NA,3136,7,148,36,1405,86577.5,171750
20,62,9858,5,33,0,864,65432,130000
60,NA,17542,7,220,47,1192,147596,294000
60,60,6931,7,178,128,746,83073,165400
50,52,6240,6,0,0,884,64192,127500
20,91,14303,8,262,36,1986,151743,301500
30,56,4060,5,0,96,864,50382,99900
80,59,9587,7,212,0,856,95428,190000
20,65,9750,6,180,0,1054,76027,151000
60,NA,24682,6,0,103,841,90920.5,181000
20,80,9600,5,0,0,1050,64975,128900
50,NA,11250,4,120,0,1104,81302,161500
70,60,13515,6,0,0,764,90632,180500
120,34,4060,6,144,68,1405,91202.5,181000
160,35,3735,7,0,34,691,92295.5,183900
190,60,10120,7,0,0,925,61462.5,122000
20,89,13214,9,144,76,2002,190251,378500
50,NA,14100,8,314,12,728,190864,381000
50,78,11344,5,0,0,874,72437,144000
40,NA,23595,7,268,0,1332,130666,260000
20,NA,9156,6,0,0,1489,93619.5,185750
20,NA,13526,5,180,0,935,68967.5,137000
80,124,11512,6,0,0,1019,89009.5,177000
50,53,5362,5,242,0,661,69830.5,139000
90,95,11345,5,0,0,928,68964,137000
60,NA,12936,6,294,116,723,81361.5,162000
80,NA,17871,6,0,0,1680,99790,197900
60,75,9473,8,0,211,1128,119064,237000
50,60,7500,4,30,0,698,34549,68400
20,67,9808,7,0,72,1573,114286.5,227000
20,50,8049,7,0,58,1309,90654.5,180000
20,61,8800,5,0,0,1040,75770,150500
90,94,9400,6,128,0,912,69956,139000
50,50,9638,6,272,0,804,84902,169000
50,50,6000,6,45,0,780,66640,132500
20,NA,9790,6,0,26,1328,72164,143000
20,NA,36500,5,168,198,1624,95812,190000
120,40,5664,8,212,59,1501,139750.5,278000
60,86,11065,8,177,74,1085,141042.5,281000
80,NA,14112,5,227,0,1152,90826,180500
160,21,1680,5,185,0,630,60065,119500
70,60,6600,5,0,287,994,54247,107500
60,78,10140,7,0,28,832,81866,162900
20,60,8172,5,0,0,864,57932,115000
20,70,8400,5,356,0,1052,69776,138500
20,80,8700,5,192,20,1120,78060,155000
180,35,3675,6,0,44,547,70273.5,140000
60,313,63887,10,214,292,6110,83055,160000
20,75,7500,5,218,0,1246,77623,154000
60,NA,10762,7,0,0,978,112989,225000
70,NA,7500,6,0,0,771,89135.5,177500
60,92,10120,8,309,78,1165,145582.5,290000
20,73,8688,7,208,59,1616,116808,232000
160,32,3363,7,0,40,976,65488,130000
20,108,13173,9,404,102,1652,163326,325000
120,48,6955,7,132,35,1368,101934,202500
20,60,8072,5,0,64,990,69495,138000
20,100,12000,5,0,36,924,73962,147000
20,NA,7153,6,112,51,1278,90239,179200
20,100,17500,7,0,207,1902,168451,335000
20,68,8814,7,264,98,1274,102137,203000
60,NA,9572,8,500,0,1453,151726.5,302000
60,108,14774,9,668,30,1393,167280.5,333168
20,60,8190,4,0,36,948,59974,119000
60,85,11075,6,280,0,952,103926,206900
20,61,10226,8,172,42,1622,148557.5,295493
120,47,4230,7,0,241,1352,105126,208900
20,NA,14781,8,198,150,1753,138376.5,275000
20,75,10215,4,0,0,864,55932,111000
20,70,8400,6,114,0,1478,78989,156500
20,NA,6627,3,0,0,0,36250,72500
60,107,10186,7,240,39,750,95375,190000
30,50,5330,4,164,0,420,41460,82500
20,75,9986,8,0,49,1795,74397.5,147000
30,40,3636,4,0,0,796,27898,55000
30,70,4270,3,0,0,544,39772,79000
20,60,6600,5,0,0,816,65658,130500
50,60,10440,6,0,547,1510,128755,256000
60,63,9084,7,0,28,935,88717.5,176500
20,85,10000,8,144,45,1588,114294,227000
80,55,10780,5,0,0,911,66705.5,132500
20,67,8877,4,0,0,816,50408,100000
50,60,7200,5,0,65,803,63151.5,125500
160,24,2368,5,0,36,765,62882.5,125000
20,80,9650,6,0,16,1350,84625,167900
90,87,9246,5,0,211,1656,68328,135000
30,153,4118,4,0,20,693,26596.5,52500
60,95,13450,7,146,91,916,100458,200000
20,120,9560,5,0,0,864,64682,128500
20,70,8294,4,0,0,858,61929,123000
20,66,13695,6,0,78,1114,78057,155000
60,NA,9375,8,192,87,1284,114892,228500
50,57,7558,6,0,0,896,88948,177000
60,85,11103,7,0,0,728,78281.5,155835
30,50,6000,4,0,0,960,54730,108500
20,NA,20781,7,0,80,1568,132034,262500
20,93,15306,8,0,0,1732,142597.5,283463
20,NA,16196,7,402,25,1482,108241,215000
70,50,5250,8,0,54,684,61342,122000
90,91,11643,5,0,0,1248,100624,200000
60,70,9247,6,0,84,858,85929,171000
50,50,6000,6,210,0,698,67799,134900
50,56,14720,8,283,86,2033,206016.5,410000
60,NA,10316,7,0,184,992,117996,235000
80,102,10192,7,0,98,570,85285,170000
20,NA,9477,5,0,0,864,55432,110000
20,NA,12537,5,0,0,1078,75489,149900
160,NA,2117,6,0,32,756,89128,177500
20,129,16737,9,194,45,1980,158490,315000
70,51,9842,5,183,0,612,94806,189000
20,124,16158,7,168,36,1530,130765,260000
50,NA,12513,4,55,0,715,52807.5,104900
60,73,8499,6,0,36,616,78774,156932
160,30,3180,7,0,166,600,72376,144152
60,NA,7500,7,0,96,814,108407,216000
60,68,9179,7,0,88,873,96936.5,193000
160,41,2665,5,104,26,757,63878.5,127000
120,NA,4435,6,140,0,848,72424,144000
20,48,10635,8,0,262,1657,116828.5,232000
50,90,5400,4,0,0,840,52920,105000
80,80,9600,6,0,28,992,83246,165500
60,75,9750,7,253,170,1108,137704,274300
20,NA,11400,10,314,140,2633,234566.5,466500
60,85,10625,7,154,210,1026,125513,250000
20,89,10991,8,100,36,1571,120285.5,239000
30,52,6292,6,0,141,768,45884,91000
50,60,10998,5,0,68,984,58992,117000
160,21,1953,6,72,0,483,41741.5,83000
80,73,9735,5,100,0,384,83942,167500
30,45,8212,3,0,0,864,29682,58500
20,NA,12925,6,0,42,1205,119352.5,237500
70,60,7200,7,36,0,596,78798,157000
30,NA,25339,5,0,0,816,56408,112000
50,60,9060,6,0,0,560,52780,105000
50,40,5436,4,0,96,796,63148,125500
60,80,16692,7,0,112,1392,125696,250000
50,60,8520,6,88,15,714,68357,136000
20,42,14892,9,201,39,1746,189623,377500
50,60,6000,6,0,0,735,65867.5,131000
20,70,9100,7,219,36,1525,118262.5,235000
90,65,8944,5,0,152,1584,62792,124000
85,68,7838,5,175,144,864,61932,123000
190,60,10800,6,0,25,482,81741,163000
120,53,4045,7,161,20,1356,123967,246578
60,88,12665,8,144,39,1094,141153.5,281213
20,NA,57200,5,0,0,747,80373.5,160000
70,51,6120,5,24,0,939,69219.5,137500
50,60,7200,5,0,0,1208,69604,138000
50,51,6171,6,147,16,976,69213,137450
50,50,6000,6,0,0,862,60431,120000
60,62,7415,6,100,75,839,96919.5,193000
20,64,6762,7,168,55,1286,97582.5,193879
20,49,15256,8,168,160,1485,142203.5,282922
50,60,10410,3,216,0,672,52836,105000
120,44,3842,8,128,53,1594,138297,275000
85,70,8445,5,58,0,768,66884,133000
20,NA,8780,5,0,0,833,56416.5,112000
70,60,7740,4,0,0,622,63061,125500
60,46,20544,7,364,63,791,107895.5,215000
60,79,12420,7,0,45,944,115472,230000
50,80,9600,6,0,0,856,70428,140000
90,60,7200,4,0,0,0,45000,90000
20,88,10994,8,165,44,1844,129422,257000
50,64,13053,6,0,0,833,103916.5,207000
120,51,3635,7,143,20,1386,88643,175900
190,60,11340,4,0,0,777,61638.5,122500
60,NA,16545,8,0,126,1284,170642,340000
20,71,9204,5,0,88,1144,62572,124000
20,NA,16381,6,0,73,1844,112422,223000
60,90,11700,6,0,169,708,90304,179900
120,53,4043,6,0,55,1069,64284.5,127500
120,37,4435,6,140,0,848,68674,136500
80,NA,19690,6,586,236,697,137833.5,274970
20,NA,9503,5,316,28,1024,72512,144000
20,80,10721,6,0,39,1252,71626,142000
60,81,10944,7,171,132,1223,136111.5,271000
50,60,10930,5,0,0,913,70456.5,140000
30,60,7200,5,0,0,788,59894,119000
20,NA,12546,6,0,0,1440,92170,182900
60,60,21930,5,100,40,732,96436,192140
120,NA,4928,6,0,60,958,72354,143750
30,60,10800,4,0,0,656,32578,64500
60,93,10261,6,0,0,936,93718,186500
20,80,17400,5,295,41,1126,80563,160000
20,80,8400,6,0,36,1319,87659.5,174000
20,60,9000,4,0,0,864,60682,120500
20,96,12444,8,0,66,1932,198274.5,394617
20,90,7407,6,0,158,912,75306,149700
60,80,11584,7,0,88,539,98769.5,197000
70,79,11526,6,431,0,588,95794,191000
120,NA,4426,6,149,0,848,75074,149300
60,85,11003,10,168,52,1017,155508.5,310000
30,NA,8854,6,0,98,952,60976,121000
20,63,8500,7,192,60,1422,90511,179600
85,70,8400,6,0,0,814,64907,129000
20,NA,26142,5,261,39,1188,79544,157900
60,80,10000,8,0,65,1220,120610,240000
50,70,11767,4,168,24,560,56280,112000
180,21,1533,5,0,0,630,46315,92000
90,60,9000,5,32,45,896,68448,136000
20,78,9262,8,0,36,1573,144331.5,287090
180,35,3675,5,0,28,547,72773.5,145000
20,90,17217,5,36,56,1140,42820,84500
20,62,7500,7,0,113,1221,93110.5,185000
60,62,7917,6,0,40,953,87976.5,175000
20,85,13175,6,349,0,1542,105771,210000
70,66,9042,7,0,60,1152,133826,266500
20,68,9717,5,366,0,1078,71601.5,142125
20,75,9937,5,736,68,1256,74378,147500
